id,latitude,longitude
41828,42.277419,-83.749477
41836,42.374558,-83.281933
41849,40.350118,-74.662732
41941,29.343808,-98.436931
41984,21.30703,-157.857725
41985,21.309472,-157.857848
41986,21.302295,-157.861322
41987,21.272311,-157.829357
41988,21.272518,-157.823246
42013,40.714413,-111.900552
42016,41.96108,-71.494611
42032,34.138312,-84.251109
42043,41.071157,-73.549133
42044,47.255854,-122.44172
42110,27.499076,-82.569442
42124,28.429987,-81.475116
42125,28.499373,-81.303897
42131,28.51288,-81.358702
42136,27.709441,-82.736735
42169,42.232376,-71.019877
42178,42.964844,-85.681992
42186,42.499039,-83.439339
42196,39.09971237,-84.50933838
42209,29.94917,-95.33138
42228,47.568871,-122.145285
42240,47.601657,-122.036938
42285,27.493279,-82.573234
42382,21.279142,-157.831689
42384,21.277846,-157.825052
42396,35.779082,-78.641779
42397,35.777283,-78.639281
42398,35.760503,-78.625345
42399,35.862603,-78.643641
42400,35.800443,-78.663445
42401,35.788789,-78.573106
42402,35.767483,-78.563464
42403,35.767483,-78.563464
42404,40.632138,-80.054285
42423,41.823099,-71.347614
42460,40.505132,-88.994211
42461,40.496969,-89.004735
42462,40.507954,-88.986429
42488,29.920829,-90.117642
42492,29.9347,-90.120883
42499,40.535456,-89.013791
42529,40.593417,-105.0684
42542,40.024578,-105.232194
42543,40.0148,-105.2792
42639,39.986545,-82.823727
42640,39.960356,-82.998458
42656,42.666735,-88.524261
42659,42.909432,-87.928747
42689,41.526802,-72.063684
42701,28.565738,-81.389771
42705,20.688309,-156.439752
42711,40.534785,-89.011493
42719,42.969202,-85.670457
42720,42.963679,-85.670993
42726,42.278754,-83.745565
42729,42.962871,-85.668737
42872,35.61323,-87.034614
42888,41.742755,-71.428289
42907,40.663848,-74.216585
42927,35.223874,-80.846273
42939,35.837613,-86.407098
42966,40.492883,-80.200182
43021,40.505604,-105.078041
43022,35.533862,-97.531053
43090,43.199508,-72.820633
43178,42.525121,-71.713346
43182,42.5703,-71.41896
43186,42.260546,-71.794678
43190,39.290036,-76.621894
43191,39.290764,-76.62439
43195,39.28651,-76.624935
43196,39.28808,-76.622679
43248,42.244351,-83.444131
43249,42.615654,-83.324374
43250,42.335279,-83.057424
43251,42.334668,-83.056126
43252,42.334232,-83.0566
43253,42.41423,-83.1364
43254,44.825192,-93.112679
43260,39.934849,-75.029991
43281,30.563925,-97.658312
43290,38.890342,-77.085782
43292,38.85424,-77.049408
43299,47.424222,-122.256619
43303,47.443255,-122.212445
43305,47.444606,-122.214491
43308,43.054704,-89.321148
43324,35.78214,-78.6864
43329,44.763048,-85.585342
43358,41.955233,-87.865268
43363,35.49416,-79.180591
43390,38.672391,-77.396964
43415,27.901732,-82.721249
43418,28.425298,-81.456277
43420,28.249967,-81.28294
43422,28.250888,-81.279774
43440,39.326834,-76.681801
43444,39.334156,-76.495725
43451,45.183283,-93.237039
43455,44.956138,-93.084209
43458,34.004883,-81.032931
43459,34.002107,-81.035726
43478,34.035802,-118.686393
43526,37.806099,-122.449461
43551,27.988197,-82.392164
43615,25.7752,-80.198072
43760,41.742755,-71.428289
43761,35.922223,-86.821182
43762,35.940203,-86.813764
43763,36.174597,-86.298021
43764,35.843311,-86.446636
43795,47.483635,-122.170748
43796,47.474537,-122.204976
43804,47.253809,-122.437429
43806,47.245934,-122.43398
43833,39.742113,-104.991416
43834,41.769417,-72.681825
43836,38.896703,-77.027621
43839,34.275207,-83.85946
43840,34.010005,-84.577162
43860,42.358449,-71.055089
43865,42.799163,-70.847133
43868,42.032751,-71.311914
43876,36.063557,-79.503697
43877,36.063557,-79.503697
43880,35.784037,-78.684667
43971,26.892152,-80.102668
44012,44.015999,-73.165412
44017,37.488952,-121.948969
44136,47.778229,-122.344838
44137,47.90272981640562,-122.2469883724914
44147,47.031067,-122.930247
44148,46.236607,-119.128998
44150,47.207367,-122.294997
44151,47.448354,-122.2188
44153,47.606684,-122.332664
44156,47.604906,-122.330278
44158,47.582934,-122.323106
44159,47.622085,-122.347124
44160,47.699613,-122.341922
44162,47.57952,-122.321401
44163,47.565149,-122.353024
44166,47.21978,-122.48576
44174,41.504105,-74.068916
44175,41.504105,-74.068916
44176,42.451285,-75.100333
44177,42.451285,-75.100333
44178,42.784867,-78.76558
44179,42.784867,-78.76558
44180,40.792986,-73.00827
44181,40.792986,-73.00827
44182,44.667361,-73.444894
44183,44.667361,-73.444894
44184,40.996358,-73.669405
44185,40.996358,-73.669405
44186,40.924758,-72.704752
44187,40.924758,-72.704752
44188,43.077581,-77.641934
44189,43.077581,-77.641934
44190,40.859886,-73.162067
44191,40.859886,-73.162067
44192,42.764517,-73.88522
44193,42.764517,-73.88522
44198,40.809865,-73.507761
44201,40.670497,-73.717206
44202,40.670497,-73.717206
44203,40.809865,-73.507761
44204,42.095812,-76.003703
44205,42.095812,-76.003703
44206,41.587383,-73.908392
44207,41.587383,-73.908392
44208,43.204065,-77.478237
44209,43.204065,-77.478237
44212,40.753954,-73.561974
44213,40.753954,-73.561974
44216,42.96275,-78.691132
44218,41.289317,-73.835547
44219,41.289317,-73.835547
44225,45.491783,-122.81107
44228,44.572608,-123.258425
44230,44.05902085037804,-123.0813974632293
44233,45.378967,-122.603899
44241,45.227394,-123.180863
44243,42.379969,-122.858192
44247,45.531759,-122.537403
44251,44.921582,-123.006236
44255,45.326814,-122.770853
44270,47.562162,-122.684286
44272,47.458466,-122.333257
44280,44.129326,-70.224225
44282,42.282617,-83.749329
44283,42.283504,-83.747496
44284,42.274044,-83.733542
44285,42.278668,-83.742596
44286,42.278461,-83.747741
44287,42.284242,-83.80855
44288,42.284242,-83.80855
44289,43.035997,-85.618662
44290,43.035997,-85.618662
44292,42.271617,-85.628348
44293,42.912537,-85.558232
44294,42.912537,-85.558232
44295,43.486749,-83.973864
44296,43.486749,-83.973864
44297,44.743331,-85.594781
44298,44.743331,-85.594781
44299,42.553452,-83.175063
44300,42.553452,-83.175063
44301,35.867552,-78.543695
44302,35.898899,-78.650239
44303,43.187837,-71.497717
44304,43.187837,-71.497717
44306,42.779284,-71.498971
44307,43.077355,-70.785285
44308,43.077355,-70.785285
44309,42.772666,-71.222512
44310,42.772666,-71.222512
44311,43.257348,-70.900583
44312,43.257348,-70.900583
44313,42.878599,-72.233177
44314,42.878599,-72.233177
44315,43.450949,-71.573167
44316,43.450949,-71.573167
44317,42.676971,-73.787334
44318,42.676971,-73.787334
44319,42.979725,-78.797346
44321,42.966894,-76.535879
44323,40.758245,-73.776954
44324,40.758245,-73.776954
44325,41.071072,-73.950866
44326,41.071072,-73.950866
44328,40.636324,-74.019228
44329,40.589167,-73.960707
44330,40.589167,-73.960707
44331,43.147147,-76.114274
44332,43.147147,-76.114274
44333,43.100001,-77.481422
44334,43.100001,-77.481422
44336,40.622268,-73.742699
44337,40.622268,-73.742699
44338,42.435042,-76.5088
44339,42.435042,-76.5088
44342,40.707242,-73.803844
44343,40.707242,-73.803844
44344,43.025044,-74.358103
44345,43.025044,-74.358103
44346,40.71693,-73.630152
44347,40.71693,-73.630152
44348,42.16246,-76.867435
44349,42.16246,-76.867435
44350,40.834455,-73.379693
44351,40.834455,-73.379693
44352,41.948965,-74.032033
44354,43.128557,-78.696197
44355,43.128557,-78.696197
44356,42.953204,-71.44115
44357,42.953204,-71.44115
44358,41.40859,-74.413372
44359,41.40859,-74.413372
44360,40.919104,-73.776645
44361,40.919104,-73.776645
44362,38.593551,-90.532572
44363,38.593551,-90.532572
44364,38.967693,-92.334399
44365,38.967693,-92.334399
44366,39.267153,-94.666038
44367,39.267153,-94.666038
44368,38.901254,-94.34927
44369,38.901254,-94.34927
44370,39.780953,-94.800709
44371,39.780953,-94.800709
44372,38.5207,-90.343967
44373,38.5207,-90.343967
44374,38.797781,-90.598753
44375,38.797781,-90.598753
44376,35.597527,-82.560582
44377,35.597377,-82.549206
44378,35.499836,-82.522586
44381,36.34538,-94.182742
44382,36.34538,-94.182742
44383,35.09414,-92.4223
44384,35.09414,-92.4223
44385,36.112917,-94.144548
44386,36.112917,-94.144548
44387,35.320472,-94.397408
44388,35.320472,-94.397408
44389,34.453266,-93.066286
44390,34.453266,-93.066286
44391,35.804632,-90.67099
44393,34.711439,-92.404311
44394,34.711439,-92.404311
44395,34.810013,-92.205719
44396,34.810013,-92.205719
44397,34.203951,-92.006625
44398,34.203951,-92.006625
44400,33.577103,-117.723844
44429,41.190701,-73.166282
44431,41.997574,-72.574713
44432,41.997574,-72.574713
44434,41.167407,-73.233711
44435,41.791382,-72.656681
44436,41.791382,-72.656681
44437,41.814316,-72.507845
44438,41.814316,-72.507845
44439,41.568122,-73.098764
44440,41.568122,-73.098764
44441,41.59054,-72.676141
44442,41.59054,-72.676141
44443,41.209761,-73.083686
44444,41.209761,-73.083686
44447,41.360892,-72.870997
44448,41.360892,-72.870997
44449,41.728247,-72.188445
44450,41.309276,-72.383105
44453,41.299792,-73.106051
44457,41.467376,-72.817586
44458,41.467376,-72.817586
44459,41.307602,-72.968506
44460,41.307602,-72.968506
44461,41.820371,-72.869319
44462,41.820371,-72.869319
44463,41.258992,-73.435546
44464,41.258992,-73.435546
44465,26.073774,-80.361864
44467,41.728247,-72.188445
44489,41.997327,-93.610192
44491,42.513038,-92.440119
44492,42.513038,-92.440119
44493,42.04721375282232,-91.6808174219513
44494,42.04721375282232,-91.6808174219513
44495,41.558296,-90.578545
44498,42.439756,-96.359313
44499,42.439756,-96.359313
44506,45.648094,-122.597954
44509,46.590246,-120.500687
44510,46.590246,-120.500687
44652,41.509406,-90.577025
44773,42.289937,-83.67309
44812,47.12194,-88.56942
44927,42.410782,-70.996891
44929,42.132105,-70.916995
44944,35.052556,-78.880206
45001,28.510519,-81.154682
45003,28.537663,-81.384224
45005,28.536837,-81.380623
45007,28.241623,-81.307326
45166,38.861644,-77.064159
45209,47.868914,-121.987449
45313,37.702909,-121.91835
45631,37.761605,-84.273733
45632,37.105179,-84.079467
45633,37.997336,-84.441827
45634,37.657747,-84.784008
45651,30.004818,-90.16093
45652,41.645241,-91.545962
45654,48.673466,-121.261467
45655,37.815464,-81.185243
45656,37.815464,-81.185243
45657,39.646525,-80.002049
45658,39.646525,-80.002049
45660,41.264912,-96.187831
45661,41.264912,-96.187831
45662,40.917338,-73.997447
45664,40.784797,-74.193494
45666,40.991256,-74.347338
45667,40.991256,-74.347338
45668,39.939502,-75.011984
45669,39.939502,-75.011984
45670,40.807195,-74.371329
45672,40.48774,-74.86328
45673,40.48774,-74.86328
45674,40.263381,-74.292408
45675,40.263381,-74.292408
45676,39.982438,-74.808764
45678,40.229274,-74.672155
45680,40.850992,-74.075092
45681,40.850992,-74.075092
45682,40.696469,-74.219681
45684,40.42832,-74.192387
45685,40.42832,-74.192387
45686,39.701442,-74.271282
45688,40.40938,-74.506017
45689,40.40938,-74.506017
45690,40.228608,-74.068718
45691,40.228608,-74.068718
45692,40.630184,-74.433373
